SEQID	Genome size	circ.	Coverage	Completeness	Contamination	classification	simple_classification	Species	Phylum	Genus	5S ribosomal RNA	16S ribosomal RNA	23S ribosomal RNA	# 5S rRNA/16S rRNA / 23S rRNA	Number_of_tRNA	Contigs	Passed_assembly_QC	Assembly_QC_reason	In_bac120_MSA	N_bac120_markers	In_bac120_tree	Tree_exclusion_reason	AntiSMASH_failure	AntiSMASH_OK	GenomeQ	ID	inhibit Enterococcus mundtii DSM 4838	inhibit Enterobacter mori DSM 26271	inhibit Staphylococcus epidermidis AU 24	inhibit Escherichia coli DSM 498	inhibit Pseudomonas putida DSM 6125	inhibit Acinetobacter baylyi DSM 14961	inhibit Staphylococcus aureus DSM 20231
PAQ87969.barcode62	6094743	Y	50	100	1.34	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas sp.	p__Pseudomonadota	g__Aquipseudomonas	8	7	7	8/7/7	26	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MARS2023-Gr3-AC-5	0	0	1	0	0	1	0
PAQ87969.barcode63	8873651	N	33	100	0.89	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sioyaensis	Actinomycetota - g__Streptomyces	Streptomyces sioyaensis	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	24	7	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	VIBO2023-Gr3-AC-9	1	0	0	0	0	0	0
PAQ87969.barcode64	27763	N	7	37.48	1.66	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces caniferus	Actinomycetota - g__Streptomyces	Streptomyces caniferus	p__Actinomycetota	g__Streptomyces	5	1	0	5/1/0	16	648	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	VIBO2023-Gr3-AC-20	1	0	1	0	0	0	1
PAQ87969.barcode65	136867	N	12	98.36	0.14	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces violascens	Actinomycetota - g__Streptomyces	Streptomyces violascens	p__Actinomycetota	g__Streptomyces	4	2	2	4/2/2	22	350	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	VIBO2023-Gr6-AC-16	0	0	1	0	0	0	0
PAQ87969.barcode66	129439	N	20	99.9	2.81	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis	Actinomycetota - g__Streptomyces	Streptomyces goshikiensis	p__Actinomycetota	g__Streptomyces	2	1	1	2/1/1	21	519	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	FJER2023-Gr1-AC-23	1	0	1	0	0	0	1
PAQ87969.barcode67	191953	N	12	86.9	1.12	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces sp018614155	Actinomycetota - g__Streptomyces	Streptomyces sp018614155	p__Actinomycetota	g__Streptomyces	2	1	1	2/1/1	22	403	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	GRE2020-Gr2-AC-17	1	1	1	1	1	1	1
PAQ87969.barcode70	4693812	N	32	99.99	0.39	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces atratus_B	Actinomycetota - g__Streptomyces	Streptomyces atratus_B	p__Actinomycetota	g__Streptomyces	6	7	8	6/7/8	24	17	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	MARS2BK2022-Gr8-AC-17	1	0	1	0	0	0	1
PAQ87969.barcode72	361819	N	36	91.15	1.02	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces aureus	Actinomycetota - g__Streptomyces	Streptomyces aureus	p__Actinomycetota	g__Streptomyces	5	6	5	5/6/5	25	303	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	VIBO2023-Gr6-AC-1	1	0	1	0	0	0	0
PAQ87969.barcode73	4191836	Y	68	99.93	0.28	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Crystallibacter;s__Crystallibacter sp963696055	Actinomycetota - g__Crystallibacter	Crystallibacter sp963696055	p__Actinomycetota	g__Crystallibacter	4	4	4	4/4/4	24	2	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	SØN2021-Gr2-BHI-4	1	0	0	0	0	0	0
PAQ87969.barcode75	5255532	Y	56	99.96	1.08	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter sp963810895	Actinomycetota - g__Arthrobacter	Arthrobacter sp963810895	p__Actinomycetota	g__Arthrobacter	5	5	5	5/5/5	23	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	SKIVE2022-Gr6-BHI-18	1	0	1	0	0	0	0
PAQ87969.barcode76	2471666	Y	110	100	1.03	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pasteuri	Bacillota - g__Staphylococcus	Staphylococcus pasteuri	p__Bacillota	g__Staphylococcus	6	5	5	6/5/5	24	6	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	AKAT2023-Gr2-BHI-13	1	0	1	0	0	0	0
PAQ87969.barcode77	2587868	N	57	100	0.61	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	14	11	13	14/11/13	24	7	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	AKAT2023-Gr3-BHI-1	0	0	0	0	0	0	0
PAQ87969.barcode79	1810850	N	32	100	0.95	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces canus	Actinomycetota - g__Streptomyces	Streptomyces canus	p__Actinomycetota	g__Streptomyces	6	5	6	6/5/6	23	47	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	PAD2021-Gr5-ISP2-19	0	0	0	1	0	0	0
PAQ87969.barcode80	138005	N	16	94.57	1.82	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces platensis	Actinomycetota - g__Streptomyces	Streptomyces platensis	p__Actinomycetota	g__Streptomyces	3	1	1	3/1/1	24	470	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	PAD2021-Gr6-ISP2-16	0	0	1	0	0	0	1
PAQ87969.barcode82	152996	N	16	95.51	2.44	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces inhibens	Actinomycetota - g__Streptomyces	Streptomyces inhibens	p__Actinomycetota	g__Streptomyces	1	1	1	1/1/1	24	655	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	PAD2021-Gr6-ISP2-18	0	0	0	0	0	0	0
PAQ87969.barcode83	1997155	N	18	99.55	1.04	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis	Actinomycetota - g__Streptomyces	Streptomyces goshikiensis	p__Actinomycetota	g__Streptomyces	7	8	7	7/8/7	22	17	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	VHG2023-Gr7-ISP2-19	1	0	1	0	0	0	1
PAQ87969.barcode84	541438	N	21	100	3.75	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__Kitasatospora purpeofusca_A	Actinomycetota - g__Kitasatospora	Kitasatospora purpeofusca_A	p__Actinomycetota	g__Kitasatospora	11	9	4	11/9/4	22	66	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	MAR2020-CLARA-ISP2-2	1	0	1	0	0	0	1
PAQ87969.barcode85	481297	N	22	99.99	1.84	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces mirabilis_D	Actinomycetota - g__Streptomyces	Streptomyces mirabilis_D	p__Actinomycetota	g__Streptomyces	0	1	1	0/1/1	25	228	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	VIBO2023-Gr4-ISP2-16	1	0	1	0	0	1	1
PAQ87969.barcode86	1037099	N	28	99.36	1.53	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	3	7	5	3/7/5	23	37	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	MAR2020-SAED-ISP2-23	1	0	1	0	0	0	0
PAQ87969.barcode87	8871367	N	34	99.98	1.65	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__	Actinomycetota - g__Kitasatospora	Kitasatospora sp.	p__Actinomycetota	g__Kitasatospora	9	9	9	9/9/9	25	2	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr14-ISP2-18	1	1	0	0	1	0	0
PAQ87969.barcode88	1806971	N	58	100	0.3	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	11	13	13	11/13/13	24	11	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	AKAT2023-Gr7-ISP2-14	1	0	1	0	0	0	0
PAQ87969.barcode89	2700964	N	29	100	1.68	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces kaempferi	Actinomycetota - g__Streptomyces	Streptomyces kaempferi	p__Actinomycetota	g__Streptomyces	4	8	7	4/8/7	24	12	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	BJE2020-SMH-ISP2-17	1	0	1	0	0	0	0
PAQ87969.barcode90	1157964	N	31	100	1.72	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Mycobacteriales;f__Mycobacteriaceae;g__Nocardia;s__	Actinomycetota - g__Nocardia	Nocardia sp.	p__Actinomycetota	g__Nocardia	4	3	3	4/3/3	26	44	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	PAD2021-Gr5-ISP2-6	1	0	1	0	0	0	1
PAQ87969.barcode91	1923727	N	35	100	0.01	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces nigrescens	Actinomycetota - g__Streptomyces	Streptomyces nigrescens	p__Actinomycetota	g__Streptomyces	3	7	6	3/7/6	25	12	TRUE	NA	TRUE	113	TRUE	NA	NA	TRUE	High quality genome	CELF2021-Gr2-ISP2-8	1	0	1	0	0	0	0
PAQ87969.barcode92	5197554	N	32	99.95	0.71	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Kitasatospora;s__	Actinomycetota - g__Kitasatospora	Kitasatospora sp.	p__Actinomycetota	g__Kitasatospora	9	9	9	9/9/9	23	6	TRUE	NA	TRUE	114	TRUE	NA	NA	TRUE	High quality genome	VHG2023-Gr2-ISP2-18	1	1	1	0	0	0	1
PAQ87969.barcode93	3343579	Y	90	99.99	0.98	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Frigoribacterium;s__Frigoribacterium sp001421165	Actinomycetota - g__Frigoribacterium	Frigoribacterium sp001421165	p__Actinomycetota	g__Frigoribacterium	3	3	3	3/3/3	23	2	TRUE	NA	TRUE	116	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr14-ISP2-14	1	1	0	0	1	0	0
PAQ87969.barcode94	26439	N	26	4.04	0	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus velezensis	Bacillota - g__Bacillus	Bacillus velezensis	p__Bacillota	g__Bacillus	0	0	1	0/0/1	0	32	FALSE	completeness<90;contigs>20;size<1500000;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	VIBY2021-Gr5-ISP2-19	0	0	0	0	0	0	0
PAQ87969.barcode95	2788243	N	86	99.96	0.8	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Microbacteriaceae;g__Curtobacterium;s__Curtobacterium sp003234795	Actinomycetota - g__Curtobacterium	Curtobacterium sp003234795	p__Actinomycetota	g__Curtobacterium	2	3	3	2/3/3	23	2	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	MIDD2022-Gr7-ISP2-4	1	1	0	1	1	0	0
PAQ87969.barcode96	5266532	Y	57	99.98	1.73	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter sp918697925	Actinomycetota - g__Arthrobacter	Arthrobacter sp918697925	p__Actinomycetota	g__Arthrobacter	5	5	5	5/5/5	23	1	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	MAR2020-CLARA-ISP2-13	0	1	1	0	0	1	1
PAQ88969.barcode01	5080572	Y	59	100	0.18	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori	Pseudomonadota - g__Enterobacter	Enterobacter mori	p__Pseudomonadota	g__Enterobacter	9	8	8	9/8/8	27	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode02	5080576	Y	42	100	83.54	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Enterobacter;s__Enterobacter mori	Pseudomonadota - g__Enterobacter	Enterobacter mori	p__Pseudomonadota	g__Enterobacter	15	14	14	15/14/14	29	4	FALSE	contamination>=5;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode04	10162	N	4	3.51	0.04	Unclassified Bacteria	NA - g__NA	NA	NA	NA	0	1	1	0/1/1	3	51	FALSE	completeness<90;contigs>20;size<1500000;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	MIDD2022-Gr17-AC-5	1	0	1	0	0	0	0
PAQ88969.barcode05	2717917	N	63	100	0.29	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus bovienii	Pseudomonadota - g__Xenorhabdus	Xenorhabdus bovienii	p__Pseudomonadota	g__Xenorhabdus	8	7	7	8/7/7	28	5	TRUE	NA	TRUE	118	TRUE	NA	antismash exited 1 at 2026-08-07T13:10:24+02:00	FALSE	High quality genome	MKM2023-1.4	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode06	31196	N	8	60.34	2.65	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_H;g__Priestia;s__Priestia megaterium	Bacillota - g__Priestia	Priestia megaterium	p__Bacillota	g__Priestia	2	1	1	2/1/1	24	579	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	AKAT2023-Gr3-AC-10	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode07	45997	N	57	93.41	4.21	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus altitudinis	Bacillota - g__Bacillus	Bacillus altitudinis	p__Bacillota	g__Bacillus	1	1	1	1/1/1	24	534	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	SILK2023-Gr5-AC-15	0	0	1	0	0	0	0
PAQ88969.barcode08	6546969	Y	47	99.98	1.79	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Pristimantibacillus;s__Pristimantibacillus castaneae	Bacillota - g__Pristimantibacillus	Pristimantibacillus castaneae	p__Bacillota	g__Pristimantibacillus	11	11	11	11/11/11	24	1	TRUE	NA	TRUE	109	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr7-AC-18	0	0	0	0	0	0	0
PAQ88969.barcode09	3728507	N	58	100	0.7	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	13	12	12	13/12/12	24	7	TRUE	NA	TRUE	112	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode12	7446100	N	40	88.3	0.06	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	6	6	6	6/6/6	23	4	FALSE	completeness<90;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	MIDD2022-Gr17-AC-2	1	0	1	0	0	1	0
PAQ88969.barcode13	120637	N	7	60.17	1.92	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus	Actinomycetota - g__Streptomyces	Streptomyces anulatus	p__Actinomycetota	g__Streptomyces	2	1	1	2/1/1	23	400	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Medium quality genome	AAST2022-Gr1-PDA-7	1	0	0	0	0	0	0
PAQ88969.barcode15	5335078	Y	45	100	82.69	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas migulae	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas migulae	p__Pseudomonadota	g__Aquipseudomonas	22	20	20	22/20/20	30	19	FALSE	contamination>=5;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	SILK2023-Gr6-AC-25	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode16	5756560	N	49	100	0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas migulae	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas migulae	p__Pseudomonadota	g__Aquipseudomonas	7	6	6	7/6/6	25	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr8-AC-10	1	0	1	0	1	1	1
PAQ88969.barcode17	3218649	N	29	100	32.43	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__DSM-1321;g__Peribacillus;s__Peribacillus frigoritolerans	Bacillota - g__Peribacillus	Peribacillus frigoritolerans	p__Bacillota	g__Peribacillus	16	11	14	16/11/14	25	268	FALSE	contamination>=5;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Unannotated genomes	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode20	2747225	N	38	99.95	0.51	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__	Actinomycetota - g__Streptomyces	Streptomyces sp.	p__Actinomycetota	g__Streptomyces	7	5	6	7/5/6	24	5	TRUE	NA	TRUE	115	TRUE	NA	NA	TRUE	High quality genome	MAR2021-Gr2-AC-32	0	0	0	0	0	0	0
PAQ88969.barcode21	1589892	N	53	100	0.25	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus bovienii	Pseudomonadota - g__Xenorhabdus	Xenorhabdus bovienii	p__Pseudomonadota	g__Xenorhabdus	8	7	7	8/7/7	27	12	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MKM2023-1.5.1	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode23	49734	N	5	34.75	0.09	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces goshikiensis	Actinomycetota - g__Streptomyces	Streptomyces goshikiensis	p__Actinomycetota	g__Streptomyces	2	3	2	2/3/2	18	401	FALSE	completeness<90;contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	GG2023-Gr2-AC-1	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode24	713842	N	49	100	0.27	d__Bacteria;p__Bacillota;c__Bacilli;o__Paenibacillales;f__Paenibacillaceae;g__Paenibacillus;s__Paenibacillus polymyxa_B	Bacillota - g__Paenibacillus	Paenibacillus polymyxa_B	p__Bacillota	g__Paenibacillus	12	13	12	12/13/12	25	33	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	SILK2023-Gr15-AC-14	1	1	1	1	1	1	1
PAQ88969.barcode25	3377184	N	36	100	0.07	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	11	12	11	11/12/11	26	18	TRUE	NA	TRUE	111	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode26	4484055	Y	66	99.98	0.27	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	Actinomycetota - g__Arthrobacter	Arthrobacter sp.	p__Actinomycetota	g__Arthrobacter	5	5	5	5/5/5	23	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode27	884289	N	15	99.99	0.04	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Streptomycetales;f__Streptomycetaceae;g__Streptomyces;s__Streptomyces anulatus	Actinomycetota - g__Streptomyces	Streptomyces anulatus	p__Actinomycetota	g__Streptomyces	3	6	5	3/6/5	24	43	FALSE	contigs>20;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	High quality genome	MAR2020-SAED-10%NB-22	1	0	1	1	0	0	1
PAQ88969.barcode28	4712579	Y	59	100	0.46	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__	Actinomycetota - g__Arthrobacter	Arthrobacter sp.	p__Actinomycetota	g__Arthrobacter	4	4	4	4/4/4	23	2	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	RØD2022-Gr7-AC-14	1	1	1	1	0	1	1
PAQ88969.barcode29	4661180	N	66	100	0.19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus bovienii	Pseudomonadota - g__Xenorhabdus	Xenorhabdus bovienii	p__Pseudomonadota	g__Xenorhabdus	8	7	7	8/7/7	27	4	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	MKM2023-1.5.2	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode30	4982721	N	44	100	0.44	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	14	11	12	14/11/12	24	7	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	MARS2023-Gr12-AC-19	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode31	2475815	Y	118	99.99	0.55	d__Bacteria;p__Bacillota;c__Bacilli;o__Staphylococcales;f__Staphylococcaceae;g__Staphylococcus;s__Staphylococcus pasteuri	Bacillota - g__Staphylococcus	Staphylococcus pasteuri	p__Bacillota	g__Staphylococcus	7	6	6	7/6/6	24	2	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	MARS2023-Gr1-AC-8	0	0	0	1	0	0	0
PAQ88969.barcode32	4647405	Y	63	99.99	0.06	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Micrococcaceae;g__Arthrobacter;s__Arthrobacter humicola_A	Actinomycetota - g__Arthrobacter	Arthrobacter humicola_A	p__Actinomycetota	g__Arthrobacter	5	5	5	5/5/5	23	1	TRUE	NA	TRUE	118	TRUE	NA	NA	TRUE	High quality genome	HJØR2023-Gr3-AC-16	1	0	0	0	0	1	0
PAQ88969.barcode33	4645294	N	13	99.99	1.74	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Aquipseudomonas;s__Aquipseudomonas sp001269805	Pseudomonadota - g__Aquipseudomonas	Aquipseudomonas sp001269805	p__Pseudomonadota	g__Aquipseudomonas	8	7	7	8/7/7	25	11	TRUE	NA	TRUE	117	TRUE	NA	NA	TRUE	High quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode34	19271	N	4	4.13	0.1	Unclassified Bacteria	NA - g__NA	NA	NA	NA	1	0	0	1/0/0	6	95	FALSE	completeness<90;contigs>20;size<1500000;	NA	NA	FALSE	failed_assembly_qc	NA	TRUE	Low quality genome	NA	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode37	4660910	N	39	100	0.19	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Xenorhabdus;s__Xenorhabdus bovienii	Pseudomonadota - g__Xenorhabdus	Xenorhabdus bovienii	p__Pseudomonadota	g__Xenorhabdus	8	7	7	8/7/7	27	4	TRUE	NA	TRUE	119	TRUE	NA	NA	TRUE	High quality genome	MKM2023-1.5.3	NA	NA	NA	NA	NA	NA	NA
PAQ88969.barcode38	3190378	N	39	100	2.09	d__Bacteria;p__Bacillota;c__Bacilli;o__Bacillales;f__Bacillaceae_G;g__Bacillus_A;s__Bacillus_A mycoides	Bacillota - g__Bacillus_A	Bacillus_A mycoides	p__Bacillota	g__Bacillus_A	10	13	11	10/13/11	24	12	TRUE	NA	TRUE	110	TRUE	NA	NA	TRUE	High quality genome	SILK2023-Gr15-AC-13	1	0	1	0	0	1	0
